SiteID,Location,Latitude_current,Longitude_current,comparison_year,months,pre_days,post_days,pre_pm25,post_pm25,change_ug_m3,change_pct,ci_low,ci_high,adjusted_change_ug_m3,adjusted_ci_low,adjusted_ci_high,q_value_bh,adjusted_months,adjusted_pre_days,adjusted_post_days,first_day,last_day,observed_days,days_75pct,baseline_status,weather_status,causal_status,location_epoch,valid_from,valid_through,latitude,longitude,uhf42_id,nta2020,nta_name,borough,inside_congestion_geofence,geometry_status,neighborhood,uhf_borough,adult_asthma_ed_rate,child_asthma_ed_rate,poverty_pct,adult_asthma_ed_rate_reference_period,adult_asthma_ed_rate_high_relative_burden,adult_asthma_ed_rate_source_note,child_asthma_ed_rate_reference_period,child_asthma_ed_rate_high_relative_burden,child_asthma_ed_rate_source_note,poverty_pct_reference_period,poverty_pct_high_relative_burden,poverty_pct_source_note,context_geography,exposure_interpretation,station_comparability,change_evidence,adjusted_evidence,analysis_frame,baseline_year,requested_window,calendar_rule
36005NY11534,Mott Haven,40.80649,-73.92249,2025,"4,5,6,7,8",143.0,153.0,8.406651273251448,8.54883046594982,0.1421791926983715,1.691270258238986,-1.0289273911315342,1.406602971753398,-0.4988183544317515,-1.8945298334795877,0.8968931246160847,0.5373649677977811,"4,5,6,7,8",143.0,153.0,2024-04-10,2026-08-31,847,844,eligible matched months,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.80649,-73.92249,107,BX0101,Mott Haven-Port Morris,Bronx,False,source current coordinates; no documented move,Hunts Point - Mott Haven,Bronx,193.5,266.2,35.79,2023,True,,2023,True,,2019-23,True,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,uncertain direction: interval includes zero,not distinguishable after multiple-comparison adjustment,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36005NY11534,Mott Haven,40.80649,-73.92249,2026,"4,5,6,7,8",143.0,149.0,8.406651273251448,8.707861131670004,0.3012098584185558,3.582994567372566,-1.776986742394589,3.748119387509547,-0.740157545469895,-2.700467806356804,1.2201527154170142,0.4592837320095434,"4,5,6,7,8",143.0,149.0,2024-04-10,2026-08-31,847,844,eligible matched months,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.80649,-73.92249,107,BX0101,Mott Haven-Port Morris,Bronx,False,source current coordinates; no documented move,Hunts Point - Mott Haven,Bronx,193.5,266.2,35.79,2023,True,,2023,True,,2019-23,True,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,uncertain direction: interval includes zero,not distinguishable after multiple-comparison adjustment,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36005NY11790,Hunt's Point,40.81909,-73.88566,2025,,,,,,,,,,,,,,,,,2025-03-05,2026-08-31,535,533,no eligible matched baseline,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.81909,-73.88566,107,BX0201,Hunts Point,Bronx,False,source current coordinates; no documented move,Hunts Point - Mott Haven,Bronx,193.5,266.2,35.79,2023,True,,2023,True,,2019-23,True,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,no matched baseline,not estimated,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36005NY11790,Hunt's Point,40.81909,-73.88566,2026,,,,,,,,,,,,,,,,,2025-03-05,2026-08-31,535,533,no eligible matched baseline,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.81909,-73.88566,107,BX0201,Hunts Point,Bronx,False,source current coordinates; no documented move,Hunts Point - Mott Haven,Bronx,193.5,266.2,35.79,2023,True,,2023,True,,2019-23,True,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,no matched baseline,not estimated,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36005NY12387,Cross Bronx Expy,40.84517,-73.90614,2025,"1,2,3,4,5,6,7,8",232.0,234.0,9.417435788160972,9.15891888728742,-0.2585169008735537,-2.745088012158736,-1.4287344720411914,0.7960813041333963,-0.9338319004788538,-2.0992325509936545,0.2315687500359469,0.1453697603578003,"1,2,3,4,5,6,7,8",232.0,234.0,2024-01-01,2026-08-17,881,874,eligible matched months,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.84517,-73.90614,105,BX0502,Mount Hope,Bronx,False,source current coordinates; no documented move,Crotona - Tremont,Bronx,171.0,258.9,33.91,2023,True,,2023,True,,2019-23,True,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,uncertain direction: interval includes zero,not distinguishable after multiple-comparison adjustment,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36005NY12387,Cross Bronx Expy,40.84517,-73.90614,2026,"1,2,3,4,5,6,7,8",232.0,225.0,9.417435788160972,9.381810458416652,-0.0356253297443203,-0.3782911882351913,-1.4751356151892396,1.7464926701518204,-1.1387083230507606,-2.7613630502200275,0.4839464041185064,0.2414316059435527,"1,2,3,4,5,6,7,8",232.0,225.0,2024-01-01,2026-08-17,881,874,eligible matched months,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.84517,-73.90614,105,BX0502,Mount Hope,Bronx,False,source current coordinates; no documented move,Crotona - Tremont,Bronx,171.0,258.9,33.91,2023,True,,2023,True,,2019-23,True,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,uncertain direction: interval includes zero,not distinguishable after multiple-comparison adjustment,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36047NY07974,BQE,40.7028,-73.96082,2025,8,17.0,31.0,8.680800298380221,7.883575268817204,-0.7972250295630179,-9.183773409829213,-4.203602409623269,4.271118813882793,,,,,,,,2024-08-15,2026-08-23,739,736,eligible matched months,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.7028,-73.96082,201,BK0103,South Williamsburg,Brooklyn,False,source current coordinates; no documented move,Greenpoint,Brooklyn,38.5,48.9,16.7,2023,False,,2023,False,,2019-23,False,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,uncertain direction: interval includes zero,not estimated,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36047NY07974,BQE,40.7028,-73.96082,2026,8,17.0,22.0,8.680800298380221,7.33376893939394,-1.347031358986282,-15.517363753174108,-3.574313931482922,2.0694489823469064,,,,,,,,2024-08-15,2026-08-23,739,736,eligible matched months,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.7028,-73.96082,201,BK0103,South Williamsburg,Brooklyn,False,source current coordinates; no documented move,Greenpoint,Brooklyn,38.5,48.9,16.7,2023,False,,2023,False,,2019-23,False,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,uncertain direction: interval includes zero,not estimated,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36061NY08454,Manhattan Bridge,40.71651,-73.997,2025,"1,3,4,5,6,7,8",186.0,211.0,10.907135453383992,8.683952121225612,-2.2231833321583796,-20.382834169980224,-3.850498581629033,-0.949937474442896,-3.1013150348358636,-4.459314018434432,-1.743316051237295,2.534604891958329e-05,"1,3,4,5,6,7,8",186.0,211.0,2024-01-01,2026-08-31,935,929,eligible matched months,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.71651,-73.997,308,MN0301,Chinatown-Two Bridges,Manhattan,True,source current coordinates; no documented move,Greenwich Village - Soho,Manhattan,7.7,47.9,8.89,2023,False,,2023,False,,2019-23,False,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,decrease with interval below zero,adjusted decrease,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36061NY08454,Manhattan Bridge,40.71651,-73.997,2026,"1,3,4,5,6,7,8",186.0,211.0,10.907135453383992,9.054182381372891,-1.8529530720111005,-16.988448341275642,-3.717297544785196,0.291254225523187,-2.6140037918924817,-4.896662624307837,-0.3313449594771263,0.0413372424795266,"1,3,4,5,6,7,8",186.0,211.0,2024-01-01,2026-08-31,935,929,eligible matched months,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.71651,-73.997,308,MN0301,Chinatown-Two Bridges,Manhattan,True,source current coordinates; no documented move,Greenwich Village - Soho,Manhattan,7.7,47.9,8.89,2023,False,,2023,False,,2019-23,False,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,uncertain direction: interval includes zero,adjusted decrease,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
36061NY08552,Williamsburg Bridge,40.71807,-73.98606,2025,"3,4,5,6,8",139.0,153.0,9.840152134266516,7.689427882967119,-2.1507242512993967,-21.856615852613658,-3.430491004192268,-0.7859497115227991,-3.269977102879135,-4.472292629592863,-2.067661576165407,9.7900378871416e-07,"3,4,5,6,8",139.0,153.0,2024-02-29,2026-08-31,827,820,eligible matched months,UTC-sample validated timing; regional weather proxy,"descriptive association, not identified pricing effect",source_current,2024-01-01,2026-08-31,40.71807,-73.98606,309,MN0302,Lower East Side,Manhattan,True,source current coordinates; no documented move,Union Square - Lower East Side,Manhattan,44.6,159.7,20.06,2023,False,,2023,False,,2019-23,False,,"UHF42; distinct from NTA2020, no areal interpolation",monitor location context; not population exposure or causal disparity,no documented move in comparison,decrease with interval below zero,adjusted decrease,jan_aug_2024_2025_2026,2024,Jan 5–Aug 31,February 29 excluded; actual eligible months reported separately
